"total_cost","Nclaims","age","gender","agelic","agecar","parking","tkm","nightkm","urbankm","speedkm","cost"
826.67,1,26.74880219,0,7.348391513,10.63381246,1,5017.523,75.006,29.74653031,1.186701087,826.67
840.57,1,26.97330595,1,7.12936345,13.49760438,1,3180.093,163.829,30.54435829,10.25023482,840.57
847.06,1,29.3853525,0,10.82819986,5.363449692,1,5918.71,391.838,50.96573409,3.099188844,847.06
849.66,1,25.14442163,0,5.393566051,6.028747433,1,5859.051,174.54,9.246531563,2.92980894,849.66
851.68,1,30.6146475,1,4.27926078,16.31485284,1,16781.546,1692.357,34.22008318,3.930537747,851.68
1711.69,2,28.15605749,0,6.715947981,20.46817248,1,10306.118,889.533,41.28900911,2.489463055,855.845
857.6,1,25.08418891,0,5.122518823,9.448323066,1,8231.71,659.962,19.24970632,32.92926986,857.6
866,1,21.45927447,0,2.305270363,15.01437372,0,5441.493,94.887,35.88200885,1.438741169,866
1744.75,2,23.56194387,1,5.464750171,6.691307324,1,9443.022,392.837,55.89867312,21.40809372,872.375
875.48,1,30.2532512,0,11.38398357,2.861054073,1,6824.995,1013.146,7.967595581,18.14722209,875.48
885.37,1,30.60643395,0,5.880903491,3.195071869,1,8970.794,96.913,10.55568771,7.207388777,885.37
1774.5,2,21.13894593,0,2.392881588,8.862422998,1,5577.578,234.332,20.48166785,3.40049032,887.25
888.51,1,21.09787817,1,2.825462012,7.110198494,1,4370.31,167.55,30.69201041,5.923721658,888.51
892.94,1,30.94045175,1,8.019164956,11.73716632,0,8189.033,359.651,17.35767825,2.877091837,892.94
900,1,22.12183436,1,2.461327858,14.54893908,1,4494.982,196.134,14.82097147,8.841414715,900
904.4,1,26.91581109,1,6.29431896,11.67145791,0,5095.02,218.672,38.47702266,0.565316721,904.4
907.9,1,28.78302533,0,10.20123203,5.615331964,1,5174.337,286.757,25.32676167,0.634612705,907.9
1824.86,2,28.19986311,1,4.435318275,7.446954141,1,14187.069,914.536,24.54569721,17.78382131,912.43
917,1,23.33196441,1,4.303901437,4.528405202,1,7748.386,523.677,20.97494885,7.461760423,917
917,1,26.10540726,1,6.250513347,11.3155373,1,11978.415,1297.537,52.33344311,9.398747664,917
917.46,1,32.99657769,1,13.3798768,7.835728953,1,8322.4,302.672,21.44509997,1.590298472,917.46
920.55,1,30.73785079,1,4.468172485,14.48870637,1,17157.886,2391.292,21.97760843,4.161660708,920.55
924.58,1,25.32785763,0,5.845311431,17.36892539,0,5477.821,54.069,24.10451163,1.663343873,924.58
1861.3,2,25.85352498,1,5.259411362,7.819301848,1,6642.133,29.81,60.14741048,2.967841806,930.65
1863.75,2,29.74948665,0,4.772073922,20.46817248,1,5233.297,132.658,15.7754471,3.086142445,931.875
944.73,1,30.30800821,0,6.409308693,10.52429843,1,7084.636,175.635,43.03127218,5.983327866,944.73
953.71,1,23.01711157,1,3.123887748,4.446269678,1,12701.591,1169.107,8.962026883,0.180040437,953.71
1913.5,2,27.86584531,1,6.264202601,14.01232033,1,9419.33,365.077,21.89175876,10.74333312,956.75
1914,2,31.4825462,0,12.61875428,7.613963039,1,5068.983,30.817,19.09927494,2.600245454,957
963.32,1,32.02190281,0,5.021218344,9.371663244,1,3359.561,101.692,24.24525109,9.403282155,963.32
970.05,1,25.35523614,1,5.560574949,19.07460643,0,15239.563,5366.33,12.38183142,21.66059486,970.05
1945.18,2,23.22792608,1,4.772073922,6.691307324,1,5810.359,77.78,30.02566623,26.24133896,972.59
1956.19,2,23.55646817,1,5.527720739,6.362765229,0,5364.688,56.171,40.47264258,2.013127324,978.095
1960.87,2,24.15879535,1,2.316221766,20.46817248,1,4319.972,251.124,48.37508206,4.025836279,980.435
1985.4,2,29.9301848,1,7.400410678,7.613963039,1,8675.916,473.333,60.77624541,12.22013906,992.7
995,1,23.94250513,1,5.560574949,9.223819302,1,4319.798,58.793,12.01783046,32.32507631,995
1032,1,23.53456537,1,5.407255305,7.362080767,1,13676.909,1953.053,26.42072854,5.167980572,1032
1032.41,1,26.32991102,0,6.819986311,11.37029432,0,2568.675,98.459,35.74352536,0.877884512,1032.41
1037.24,1,30.81998631,1,8.262833676,3.260780287,1,4020.137,518.675,26.59138233,17.60912626,1037.24
1041.25,1,32.82409309,0,14.68583162,11.71252567,1,10795.805,1309.097,18.10103091,17.27463584,1041.25
2092.99,2,24.12046543,1,6.119096509,9.642710472,1,8790.647,612.619,29.52784932,21.95850886,1046.495
2097.94,2,21.34976044,0,3.222450376,5.776865161,1,10511.321,342.456,24.91035142,8.280709913,1048.97
1061.15,1,23.69062286,1,2.973305955,20.46817248,1,7103.539,433.418,33.03908094,7.265097017,1061.15
1070.83,1,24.09856263,1,2.631074606,16.94729637,1,12152.911,1717.297,44.1797854,2.42806024,1070.83
2159.76,2,22.20670773,1,4.065708419,12.82135524,1,9601.91,513.045,53.2607575,11.2532819,1079.88
1092.82,1,31.1321013,1,9.700205339,5.448323066,0,5093.403,16.44,31.87275776,1.126201873,1092.82
3345.47,3,28.3559206,0,9.776865161,10.52429843,1,3929.95,98.737,37.5213934,1.422104607,1115.15666666667
1116.89,1,23.80287474,1,5.478439425,6.529774127,1,9698.6,376.233,17.70825686,1.081537542,1116.89
1117,1,24.60780287,1,5.237508556,12.46543463,1,8331.462,516.456,59.56806861,3.174616892,1117
1119.43,1,22.42299795,1,2.187542779,6.447638604,1,4884.944,496.401,50.16372757,2.174722986,1119.43
1132,1,29.88637919,0,4.741957563,5.363449692,1,7983.568,150.606,13.68200283,0.466220116,1132
1140.14,1,27.44695414,0,3.255304586,5.196440794,1,7757.004,213.825,11.39254279,7.168824459,1140.14
1141.06,1,25.25119781,1,5.336071184,8.109514031,1,8099.188,341.156,26.61768069,9.433353072,1141.06
1157.72,1,24.6954141,1,6.264202601,6.691307324,1,13727.415,1418.18,18.4561915,8.087494987,1157.72
1161.57,1,31.93155373,1,4.550308008,6.943189596,1,1219.773,149.258,27.33279061,0.170277584,1161.57
2352.05,2,32.53114305,0,3.58384668,8.073921971,1,11065.809,866.917,20.17830779,5.149257501,1176.025
1190,1,23.73990418,0,5.023956194,7.362080767,1,16469.857,1582.539,15.59264904,5.053589718,1190
2397.3,2,28.43805613,1,9.264887064,4.509240246,1,9486.436,1322.854,23.77860347,13.37699427,1198.65
2414.93,2,23.96167009,1,3.646817248,4.446269678,1,10989.947,463.845,21.59375291,31.3289045,1207.465
3669.25,3,32.54757016,0,9.3908282,8.361396304,1,13422.664,1981.414,15.18039936,8.308983969,1223.08333333333
2466.25,2,24.99931554,1,5.100616016,9.546885695,1,12759.755,516.755,33.40575113,2.934014015,1233.125
3727.45,3,23.37577002,0,4.257357974,6.529774127,0,16124.598,1107.619,31.33505716,7.76880143,1242.48333333333
1247.01,1,20.72553046,1,2.721423682,11.73716632,1,8056.272,541.312,27.79188687,27.84115283,1247.01
1258.52,1,30.2477755,1,2.302532512,17.95482546,1,6598.963,55.158,21.7807404,1.031859097,1258.52
1264.96,1,27.32648871,0,6.926762491,9.932922656,1,2265.626,94.713,16.88023531,2.788544976,1264.96
2548,2,25.89459274,1,6.800821355,8.862422998,1,16805.394,2405.996,29.52634731,3.195301461,1274
1286.5,1,27.08829569,0,7.876796715,5.943874059,1,7670.542,1105.644,32.03241701,10.94395937,1286.5
1317,1,25.64544832,0,6.209445585,7.110198494,0,7986.413,116.143,23.65136889,3.545446498,1317
1317,1,30.97878166,1,10.69952088,7.342915811,1,3940.624,26.364,34.10135045,11.09834382,1317
1327.43,1,21.29226557,0,2.001368925,15.01437372,1,2181.19,21.875,70.82312866,0.56391236,1327.43
2666.74,2,21.56605065,1,3.37303217,8.109514031,1,7022.133,844.869,39.5600596,2.790163616,1333.37
2667,2,31.00616016,1,8.016427105,8.109514031,1,15266.283,1364.962,19.01591239,4.787805912,1333.5
2674.5,2,24.66529774,1,5.327857632,8.240930869,1,11256.5,512.474,31.13413583,14.61798961,1337.25
1348.74,1,24.50924025,1,3.052703628,6.707734428,1,13300.218,921.92,13.42626113,2.760413401,1348.74
2710.45,2,20.71731691,0,2.603696099,3.775496235,1,6806.111,342.481,20.71381146,13.68643562,1355.225
1359.32,1,30.58453114,0,11.75359343,10.52429843,0,6233.155,216.572,16.27612341,3.320373069,1359.32
2743.7,2,30.51060917,0,10.11088296,5.776865161,0,9270.674,194.503,27.07914225,3.712319083,1371.85
2769.08,2,27.3100616,0,6.828199863,10.00136893,1,10475.496,997.924,28.33996595,0.708510604,1384.54
1411.71,1,28.36413415,0,5.538672142,13.30869268,0,6636.949,396.874,30.45816685,2.906320359,1411.71
2827.43,2,26.62833676,1,5.429158111,9.448323066,1,12527.71,758.919,22.04473922,11.5906259,1413.715
2837.87,2,29.45379877,1,7.712525667,10.65571526,0,5819.432,124.381,40.05815344,1.554258216,1418.935
2871.72,2,26.11362081,1,7.51266256,3.110198494,1,12142.859,2340.162,15.54283056,10.4961031,1435.86
2885,2,31.67693361,0,13.5633128,6.776180698,0,4870.812,120.402,39.19508698,1.226920686,1442.5
4344.35,3,23.98631075,1,3.649555099,15.01437372,0,14608.488,1919.214,25.18734314,7.837594144,1448.11666666667
2903.9,2,24.97741273,1,4.711841205,15.58658453,0,8479.992,1872.194,17.59178546,2.893481503,1451.95
2962.27,2,29.60985626,1,8.930869268,12.82135524,1,4063.225,137.486,46.88952741,3.465670742,1481.135
2966.34,2,32.07665982,1,5.045859001,4.777549624,1,8426.073,1156.244,27.54967824,19.18895077,1483.17
2978.66,2,28.92813142,1,10.24229979,20.46817248,1,1879.591,34.593,28.2472091,0.435520281,1489.33
1494,1,21.3744011,0,2.806297057,3.279945243,1,9310.137,213.938,22.19903961,2.583431372,1494
1499.71,1,30.57084189,1,10.05886379,9.546885695,1,6257.538,381.125,22.57696238,11.93715484,1499.71
3024,2,24.78028747,0,5.639972621,15.01437372,1,5346.806,329.51,39.57976033,3.843696592,1512
3056.64,2,31.82477755,0,11.90691307,5.281314168,1,4152.686,53.573,32.81854202,8.561230009,1528.32
1540.96,1,25.13620808,1,6.984257358,9.029431896,1,6462.686,482.423,32.59440425,23.63518822,1540.96
3088.9,2,30.64476386,0,9.954825462,4.862422998,1,5413.79,129.103,22.90872014,4.44559172,1544.45
3100.45,2,29.83436003,1,5.889117043,7.110198494,1,5442.311,332.699,23.16828274,10.87765841,1550.225
3116.19,2,29.77686516,1,10.66119097,18.59548255,0,15685.975,802.99,10.41384421,1.616973124,1558.095
3143.04,2,26.96235455,0,3.055441478,11.08281999,1,8117.43,61.628,25.9434082,4.969097362,1571.52
3147.25,2,28.96646133,0,9.831622177,10.06433949,0,12917.147,231.098,14.61180244,1.12713744,1573.625
3227.99,2,32.20260096,1,6.390143737,4.501026694,1,7661.241,752.79,29.11273774,3.032237205,1613.995
1633.58,1,27.98631075,1,7.030800821,8.777549624,1,12282.281,1147.659,19.63940574,2.426007026,1633.58
1648.48,1,29.41546886,0,3.342915811,3.110198494,1,10437.083,85.653,22.03074365,1.26074498,1648.48
3314.28,2,24.82409309,1,2.450376454,8.862422998,1,18271.571,834.806,25.12083389,13.71692669,1657.14
3321.5,2,30.56262834,0,12.05475702,8.777549624,1,7169.403,25.746,20.33159525,4.233406882,1660.75
1680.95,1,25.20465435,0,6.866529774,3.529089665,0,6822.145,98.854,14.75135753,6.817196058,1680.95
5096,3,28.74469541,1,5.924709103,10.05065024,1,2006.53,568.877,26.00599044,1.835905768,1698.66666666667
3402.69,2,31.86036961,0,5.00752909,6.776180698,1,5112.563,176.719,32.01417762,8.987449152,1701.345
3411.66,2,30.47227926,0,9.11156742,6.110882957,0,4085.331,240.447,36.62799905,2.41236267,1705.83
3428.04,2,25.28952772,1,5.716632444,8.27926078,1,8939.27,354.855,12.46892643,0.722206623,1714.02
3448.31,2,22.98151951,0,4.966461328,10.63381246,0,8586.175,1238.736,21.61541082,6.484086336,1724.155
1740.91,1,26.03969884,0,6.902121834,6.529774127,1,4371.849,30.742,19.72577278,1.385386366,1740.91
3493.17,2,24.43531828,1,6.255989049,15.01437372,1,3531.571,33.967,28.78328087,0.704275802,1746.585
5301.28,3,32.67351129,1,7.613963039,13.60438056,0,5774.835,534.74,22.7036963,2.974318747,1767.09333333333
3594.28,2,28.45722108,1,5.352498289,8.323066393,1,7163.292,641.531,34.36357194,8.457647685,1797.14
1809.53,1,26.20670773,1,3.389459274,4.501026694,1,2687.01,1102.338,21.83947957,19.10897243,1809.53
1812.64,1,22.49965777,1,4.254620123,10.63381246,0,6377.964,399.623,14.29506344,0.164754771,1812.64
3662.26,2,31.00616016,1,9.508555784,6.943189596,1,11452.78,1333.436,20.77352398,13.28626761,1831.13
1846.16,1,24.49555099,0,5.497604381,8.862422998,1,6275.614,159.824,21.62569272,3.561723203,1846.16
3705.41,2,31.6659822,0,6.480492813,12.82409309,0,4089.509,285.672,30.67062574,1.750038941,1852.705
3716.68,2,23.49623546,1,5.04312115,6.280629706,1,8347.219,814.413,71.59235908,11.64693295,1858.34
3741.97,2,32.47091034,1,10.49691992,4.109514031,1,14016.27,354.823,14.29232599,33.95517495,1870.985
3756.92,2,27.02258727,0,8.62696783,7.613963039,1,4836.715,91.177,16.55968979,5.983089762,1878.46
3805.7,2,23.72895277,1,4.960985626,10.36824093,0,2954.627,739.377,24.97438763,4.714097583,1902.85
1920.01,1,23.68788501,1,2.510609172,4.109514031,0,1635.134,207.437,27.08004359,2.001609654,1920.01
3899.42,2,27.30184805,1,8.41889117,12.72826831,1,6459.222,594.11,63.52148912,9.60364886,1949.71
3935.65,2,32.45448323,1,9.278576318,6.447638604,1,12781.121,409.687,15.53708004,5.966847509,1967.825
3962.86,2,30.00684463,0,4.733744011,12.82409309,0,3914.996,58.347,40.14364255,1.207893954,1981.43
3972.3,2,22.69678303,0,4.049281314,3.529089665,1,4351.177,49.405,65.10135074,10.18375028,1986.15
2006.37,1,27.87405886,1,2.245037645,8.862422998,1,7180.725,686.878,8.971406091,25.43610847,2006.37
4047.3,2,25.52772074,0,4.079397673,6.362765229,0,8801.965,1357.533,38.37882791,6.730247166,2023.65
2047.64,1,31.6386037,1,11.4825462,14.54893908,0,9246.247,81.423,24.37483013,3.574531375,2047.64
6164.36,3,23.90691307,0,4.177960301,10.71321013,1,9645.242,189.31,16.61041786,1.321750144,2054.78666666667
2055.46,1,24.36413415,0,5.409993155,5.691991786,1,6379.2,723.691,18.11205167,1.477207173,2055.46
4161.48,2,30.99247091,0,6.6091718,7.362080767,1,6702.118,422.607,72.321869,0.461316855,2080.74
2087.06,1,31.02532512,1,12.6954141,14.03422313,1,10624.514,162.218,21.95836911,5.480382444,2087.06
4221.06,2,28.24093087,1,7.425051335,9.448323066,0,8395.563,973.923,26.02207857,3.895093158,2110.53
4262.48,2,26.54072553,1,6.57357974,9.11156742,1,4906.731,113.373,38.59300622,4.016136201,2131.24
4272.49,2,32.92539357,1,11.03901437,9.776865161,1,10726.77,2983.983,17.21266514,48.00237164,2136.245
4294.59,2,28.98562628,1,8.421629021,12.26557153,0,9358.234,448.266,27.3849425,1.999939305,2147.295
2152.66,1,29.0513347,0,9.757700205,9.11156742,1,2340.213,136.688,34.41357688,4.107745748,2152.66
4318.03,2,22.41752225,0,2.913073238,20.46817248,0,1597.772,84.261,66.74231367,2.18992447,2159.015
4335.69,2,24.06023272,1,2.836413415,10.00136893,1,2407.911,249.832,29.8052129,0.595038604,2167.845
2179.99,1,24.70362765,0,5.368925394,7.613963039,0,10222.304,524.645,26.3410871,3.681753155,2179.99
2196.89,1,23.76728268,1,4.292950034,7.362080767,1,3783.361,239.153,17.60630297,14.88943297,2196.89
4452,2,28.5174538,0,5.94661191,6.776180698,1,6607.794,265.599,59.82513983,10.4363877,2226
4492.81,2,28.02190281,0,8.854209446,10.63381246,0,6628.264,139.666,35.24456781,1.331977724,2246.405
4509.31,2,24.15605749,1,5.834360027,6.631074606,0,1362.886,21.68,21.55873639,8.945282291,2254.655
4519.82,2,25.08145106,1,5.697467488,4.777549624,0,6690.333,1445.025,39.61409694,7.775218364,2259.91
2270.18,1,22.99794661,1,4.301163587,11.40041068,1,5015.757,410.208,21.06950157,7.434351385,2270.18
2273.78,1,21.86173854,1,3.86036961,13.30321697,1,8908.146,1371.475,24.47593472,14.16616881,2273.78
2294.07,1,32.20533881,1,2.759753593,2.943189596,0,16448.826,3950.734,6.32345433,1.500301602,2294.07
2321.05,1,32.7118412,1,14.06433949,6.362765229,1,6632.666,159.66,47.2056636,3.114479155,2321.05
9342.2,4,28.1724846,1,5.267624914,7.446954141,1,13619.98,1858.857,27.57808014,20.55887747,2335.55
4695.07,2,25.60985626,1,6.176591376,12.80766598,1,8604.747,366.232,40.10416576,5.189972465,2347.535
4747.54,2,30.41204654,1,6.954140999,8.490075291,1,5528.4,708.643,23.37372477,6.353465741,2373.77
4780.8,2,25.17727584,1,5.196440794,10.71321013,0,4276.402,105.905,41.89931162,1.896173465,2390.4
4815.32,2,25.38809035,0,7.260780287,7.942505133,1,12780.581,1093.494,20.52132841,15.7549958,2407.66
2434,1,21.77686516,0,3.611225188,4.109514031,0,6156.209,81.003,19.77210325,0.303758368,2434
2438.59,1,20.79397673,0,2.461327858,6.110882957,1,8510.328,846.776,24.39904784,6.312882418,2438.59
2457.63,1,26.27789185,1,6.685831622,15.61670089,1,8392.113,88.635,32.18990259,7.180658792,2457.63
4974.45,2,26.55167693,0,6.965092402,3.942505133,0,4745.4,222.747,8.961078097,5.313840772,2487.225
7525.47,3,27.77549624,1,3.726214921,6.362765229,1,14850.467,2094.557,24.56593453,1.939757181,2508.49
2512.43,1,27.81382615,0,5.716632444,13.70568104,1,12949.2,1665.477,16.56547895,17.25722825,2512.43
2528.6,1,23.2991102,0,4.177960301,4.944558522,0,2932.328,58.541,22.92485697,2.034458628,2528.6
5068.99,2,25.14442163,0,3.813826146,14.69952088,1,2606.5,174.46,29.12710531,1.031267984,2534.495
2537.33,1,24.71457906,0,5.604380561,5.11156742,0,9043.832,535.548,17.16098884,22.11112502,2537.33
5187.93,2,33.20465435,1,14.37919233,7.613963039,1,3538.906,37.118,62.13796015,1.280904325,2593.965
5220.2,2,23.1266256,1,2.680355921,11.45790554,0,12175.831,1219.441,31.42808076,5.181486175,2610.1
7925.8,3,27.12388775,0,2.0862423,2.529774127,1,4130.781,187.63,12.79603058,0.548927673,2641.93333333333
5335.92,2,24.99931554,1,6.250513347,4.501026694,1,5294.099,472.594,13.75733623,10.89998506,2667.96
2707.2,1,28.44079398,1,6.639288159,13.3744011,1,6035.578,1908.213,33.71796371,1.66466244,2707.2
8289.62,3,23.14852841,1,4.271047228,6.776180698,1,15034.708,2837.535,39.76161692,13.76854143,2763.20666666667
2821.9,1,30.73237509,1,4.427104723,8.109514031,0,6929.069,455.326,20.56364282,1.630464352,2821.9
2863.69,1,24.74469541,1,6.015058179,6.529774127,1,17383.55,5302.715,7.834228337,1.90876432,2863.69
2878.97,1,21.67008898,1,3.227926078,7.362080767,1,10153.275,1132.655,16.37560295,7.147486895,2878.97
5793.34,2,20.58590007,1,2.305270363,14.66666667,1,13711.417,1257.331,20.72801812,17.58058266,2896.67
5802.13,2,31.35660507,0,12.28199863,9.11156742,0,14286.376,1664.491,14.82049751,1.523941411,2901.065
8801.98,3,30.39835729,1,12.1779603,6.110882957,0,12103.248,722.644,31.31146284,3.467284154,2933.99333333333
5882,2,31.93976728,1,13.51403149,2.614647502,1,21994.498,1799.79,8.833222745,7.048208147,2941
6010.71,2,29.85078713,1,9.108829569,7.279945243,0,14742.053,564.167,10.20133356,12.04455716,3005.355
6044.89,2,27.47980835,1,9.259411362,4.613278576,1,7371.496,295.771,45.41297994,15.96627062,3022.445
6131,2,29.27036277,1,9.820670773,8.361396304,1,6550.003,617.278,15.79541261,15.85620648,3065.5
6176.34,2,24.81861739,1,4.547570157,7.93155373,0,10379.028,455.345,36.21463397,2.103250902,3088.17
6299.46,2,26.27241615,1,8.271047228,5.615331964,1,15744.564,380.895,9.084564044,1.888429556,3149.73
6362.2,2,33.33333333,1,10.89390828,14.6201232,1,4481.608,1089.067,35.96950023,8.283276895,3181.1
3246.99,1,32.38056126,1,5.467488022,12.82135524,1,19450.547,1824.777,10.87455278,17.73977359,3246.99
6647.75,2,23.24161533,0,4.462696783,9.11156742,0,9759.262,290.706,12.17274421,15.55862523,3323.875
3341.45,1,21.82888433,1,2.661190965,8.944558522,1,4973.166,958.909,18.70152736,13.64571382,3341.45
3382.25,1,29.24298426,1,10.46680356,10.63381246,0,6631.461,532.202,29.23482472,3.754828687,3382.25
6798.24,2,28.58863792,0,7.556468172,5.281314168,1,4729.826,123.113,45.06201708,4.535092834,3399.12
6865.01,2,27.9890486,0,7.414099932,7.775496235,1,5118.274,318.221,37.33957971,2.932082182,3432.505
6897.89,2,30.28062971,1,11.80287474,10.06160164,1,8234.986,1726.511,12.97520117,19.14946789,3448.945
3483.98,1,30.82272416,0,7.310061602,9.029431896,1,9469.404,273.514,45.43425331,6.40546121,3483.98
10503.18,3,26.09993155,0,4.473648186,7.942505133,1,7105.516,1922.623,26.59111597,6.73480997,3501.06
7026.82,2,25.77686516,0,6.064339493,8.361396304,0,10876.444,1576.953,11.58832795,1.097104899,3513.41
7200.59,2,25.32238193,1,4.005475702,14.0698152,1,9664.7,1037.884,20.78046913,4.816031537,3600.295
3713.91,1,25.65639973,1,7.627652293,9.776865161,1,12438.037,2204.826,26.80133529,6.52606195,3713.91
3749.33,1,26.20944559,1,7.263518138,4.446269678,1,9082.963,1732.72,11.70151194,23.70457746,3749.33
7683.21,2,26.17385352,0,4.219028063,3.446954141,1,16224.59,300.639,10.16830009,2.201818351,3841.605
7816,2,32.25735797,0,13.56605065,4.692676249,1,3423.384,358.397,29.08601547,1.026995511,3908
7872.08,2,30.60643395,0,6.496919918,3.529089665,1,5592.261,93.49,10.6313171,1.718285323,3936.04
7906.96,2,24.32306639,0,4.027378508,13.30869268,1,13076.785,2225.459,10.9038116,2.097419205,3953.48
11865.82,3,32.00821355,0,13.28952772,12.80766598,1,10220.993,49.672,23.39154327,4.646378292,3955.27333333333
8077.4,2,22.7816564,0,3.854893908,8.777549624,1,17080.845,1057.52,28.33724561,13.73224802,4038.7
8446.96,2,26.35728953,1,6.406570842,6.943189596,1,5736.271,89.743,46.81520451,7.704988136,4223.48
4243.49,1,23.52087611,1,5.366187543,7.110198494,1,1987.694,173.966,42.25011496,5.409484558,4243.49
8784.02,2,27.22792608,1,5.196440794,4.862422998,1,5948.376,201.305,37.18329171,27.22741468,4392.01
8831.11,2,22.17385352,1,2.929500342,16.03832991,0,1933.308,9.213,23.12264781,4.609094878,4415.555
13308.82,3,24.38329911,1,5.749486653,4.777549624,1,8018.622,936.448,30.44691469,21.01167757,4436.27333333333
9085.24,2,31.26078029,1,12.95550992,7.942505133,1,5581.125,737.919,24.8219669,7.601926135,4542.62
9318.19,2,28.30663929,1,9.316906229,10.17385352,0,16958.127,476.131,5.066697519,21.920021,4659.095
14056.59,3,28.66803559,1,9.49486653,12.82135524,1,7324.479,372.05,37.57397625,2.830877118,4685.53
4724.63,1,25.12251882,1,6.004106776,4.109514031,0,6609.378,439.817,27.70688861,3.145772567,4724.63
9640.92,2,31.1430527,1,4.257357974,10.63381246,1,9147.989,2639.147,32.93223243,2.878097033,4820.46
9808.43,2,28.18617385,0,8.402464066,9.659137577,1,5326.755,245.675,10.97206461,6.254333079,4904.215
9871.46,2,31.19233402,1,10.81451061,8.777549624,0,18733.96,1701.648,10.54367576,5.765246643,4935.73
10040.16,2,27.80835044,0,9.782340862,12.80766598,1,5911.812,183.08,31.28164427,6.339443812,5020.08
10175.11,2,24.80766598,1,6.765229295,3.028062971,1,16656.3,616.508,9.124253286,5.264734665,5087.555
5177.11,1,22.11362081,0,3.028062971,10.05886379,1,5295.678,527.384,47.57568342,2.105924869,5177.11
10414.65,2,23.08555784,0,3.241615332,10.37371663,1,3765.009,78.544,33.18058469,5.853770867,5207.325
5379.28,1,24.97741273,1,6.962354552,5.691991786,1,11808.728,1373.573,35.05354683,3.983028485,5379.28
11043,2,27.85763176,1,6.803559206,7.279945243,1,13822.711,1746.376,11.86343258,15.9847153,5521.5
11383.3,2,27.64134155,0,4.752908966,5.11156742,1,6887.189,5.406,12.69950629,0.510876063,5691.65
11863.47,2,27.01984942,1,6.32991102,15.01437372,1,7196.458,508.034,26.020773,3.077861359,5931.735
12447.91,2,27.4770705,1,3.564681725,13.60711841,0,9272.673,1164.938,48.23966078,7.13141723,6223.955
6448.38,1,32.44353183,1,12.82409309,4.777549624,1,12952.894,1045.821,22.3671405,5.271084593,6448.38
13298.64,2,26.42299795,1,4.599589322,15.04175222,1,1890.419,6.892,40.84433134,3.304505509,6649.32
6745.8,1,31.83572895,0,10.53524983,4.862422998,1,14753.493,531.547,16.45549972,1.089111575,6745.8
14277.97,2,22.96235455,0,3.811088296,3.942505133,1,3887.123,17.919,21.07280886,3.600014715,7138.985
14670.15,2,24.55304586,1,4.320328542,15.01437372,0,9023.289,666.436,60.93720372,5.009448329,7335.075
7482.63,1,28.7008898,1,6.548939083,5.448323066,1,5278.663,242.254,76.8690102,0.386783547,7482.63
15669.04,2,23.84941821,1,4.722792608,15.01437372,1,2309.576,116.798,38.32768439,4.326898097,7834.52
15985.06,2,28.52566735,0,8.681724846,10.63655031,1,7878.717,181.437,30.46706716,5.165841088,7992.53
17108.51,2,26.23134839,1,7.750855578,14.35455168,1,8274.129,357.781,37.88325031,12.7204084,8554.255
17986.53,2,23.40862423,1,4.481861739,4.692676249,0,9562.837,558.127,36.46233853,4.192877072,8993.265
9217.18,1,20.96098563,1,2.737850787,4.446269678,1,7358.777,1542.765,30.53117386,22.05556711,9217.18
29064.2,3,31.03080082,0,2.680355921,3.942505133,1,1650.051,59.256,28.9345602,0.24647723,9688.06666666667
10194.28,1,26.81998631,0,6.765229295,3.775496235,1,10553.268,593.015,7.149491513,26.16439761,10194.28
20569.67,2,30.83367556,0,8.911704312,10.41478439,1,3852.456,179.693,24.50953366,1.225971173,10284.835
22911.4,2,25.33333333,0,4.577686516,15.01437372,1,8237.091,396.213,23.24303568,2.801000984,11455.7
26359.66,2,26.13004791,1,5.489390828,2.614647502,1,12927.475,2201.963,19.43577535,14.39414116,13179.83
29139.51,2,31.11841205,1,12.66803559,9.902806297,1,6066.962,225.708,40.82750147,1.630519525,14569.755
130870.36,1,25.64271047,0,3.318275154,16.55578371,0,5018.311,190.809,54.11519932,1.710794728,130870.36
17029.92,1,31.26625599,1,13.08966461,4.194387406,1,11779.015,389.842,10.63717976,15.12275008,17029.92
